Time stamp,Data ID,Track ID,Annotation,Interaction ID,User Name,User ID,Game Session Index,Configuration ID,Time of Day
9/5/2023 1:45:17 PM,,682419,Calm,2,Tester Player 1,000001,1,00001,Afternoon
